Unnamed: 0,Center,Left,Right,Steering,Throttle,Brake,Speed,u1,u2,u3,u4,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_05_10_29_15_699.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_05_10_29_15_699.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_05_10_29_15_699.jpg,0,0.1,0.2,8.316626E-06,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_05_11_11_16_520.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_05_11_11_16_520.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_05_11_11_16_520.jpg,5.756563E-06
14.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_03_767.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_03_767.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_03_767.jpg,0.0,0.5647945,0.0,0.6978393,,,,,,,,,,,,,,,
15.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_03_831.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_03_831.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_03_831.jpg,0.0,0.7505279,0.0,1.153212,,,,,,,,,,,,,,,
16.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_03_900.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_03_900.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_03_900.jpg,0.0,0.7705615,0.0,1.755756,,,,,,,,,,,,,,,
17.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_03_970.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_03_970.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_03_970.jpg,0.0,0.5405695,0.0,2.309062,,,,,,,,,,,,,,,
18.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_039.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_039.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_039.jpg,0.0,0.3547826,0.0,2.603081,,,,,,,,,,,,,,,
19.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_108.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_108.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_108.jpg,0.0,0.1672969,0.0,2.786768,,,,,,,,,,,,,,,
20.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_178.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_178.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_178.jpg,0.0,0.3565156,0.0,2.981753,,,,,,,,,,,,,,,
21.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_247.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_247.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_247.jpg,0.0,0.6041901,0.0,3.460573,,,,,,,,,,,,,,,
22.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_317.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_317.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_317.jpg,0.0,0.7708669,0.0,3.95724,,,,,,,,,,,,,,,
23.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_386.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_386.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_386.jpg,0.0,1.0,0.0,4.805493,,,,,,,,,,,,,,,
24.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_455.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_455.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_455.jpg,0.0,1.0,0.0,5.501553,,,,,,,,,,,,,,,
25.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_525.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_525.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_525.jpg,0.0,1.0,0.0,6.423417,,,,,,,,,,,,,,,
26.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_594.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_594.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_594.jpg,0.0,1.0,0.0,7.110114,,,,,,,,,,,,,,,
27.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_664.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_664.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_664.jpg,0.0,1.0,0.0,8.019481,,,,,,,,,,,,,,,
28.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_733.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_733.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_733.jpg,0.0,1.0,0.0,8.696862,,,,,,,,,,,,,,,
29.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_802.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_802.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_802.jpg,0.0,1.0,0.0,9.593855,,,,,,,,,,,,,,,
30.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_874.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_874.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_874.jpg,-0.1,1.0,0.0,10.25963,,,,,,,,,,,,,,,
31.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_04_941.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_04_941.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_04_941.jpg,0.0,1.0,0.0,11.13341,,,,,,,,,,,,,,,
32.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_011.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_011.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_011.jpg,0.0,1.0,0.0,11.62883,,,,,,,,,,,,,,,
33.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_080.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_080.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_080.jpg,0.0,1.0,0.0,12.48417,,,,,,,,,,,,,,,
34.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_150.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_150.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_150.jpg,0.0,1.0,0.0,13.20234,,,,,,,,,,,,,,,
35.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_219.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_219.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_219.jpg,0.0,1.0,0.0,13.91875,,,,,,,,,,,,,,,
36.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_288.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_288.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_288.jpg,0.0,1.0,0.0,14.75656,,,,,,,,,,,,,,,
37.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_358.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_358.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_358.jpg,0.0,1.0,0.0,15.47351,,,,,,,,,,,,,,,
38.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_427.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_427.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_427.jpg,0.0,1.0,0.0,16.31594,,,,,,,,,,,,,,,
39.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_496.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_496.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_496.jpg,0.0,1.0,0.0,16.89982,,,,,,,,,,,,,,,
40.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_566.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_566.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_566.jpg,0.0,1.0,0.0,17.74704,,,,,,,,,,,,,,,
41.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_636.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_636.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_636.jpg,0.0,1.0,0.0,18.38354,,,,,,,,,,,,,,,
42.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_705.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_705.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_705.jpg,0.0,1.0,0.0,19.20216,,,,,,,,,,,,,,,
43.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_779.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_779.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_779.jpg,0.0,1.0,0.0,19.81321,,,,,,,,,,,,,,,
44.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_851.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_851.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_851.jpg,0.0,1.0,0.0,20.62382,,,,,,,,,,,,,,,
45.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_920.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_920.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_920.jpg,0.0,1.0,0.0,21.22563,,,,,,,,,,,,,,,
46.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_05_989.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_05_989.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_05_989.jpg,0.0,1.0,0.0,22.02331,,,,,,,,,,,,,,,
47.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_061.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_061.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_061.jpg,0.0,1.0,0.0,22.81416,,,,,,,,,,,,,,,
48.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_128.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_128.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_128.jpg,0.0,1.0,0.0,23.40338,,,,,,,,,,,,,,,
49.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_198.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_198.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_198.jpg,0.0,1.0,0.0,23.98796,,,,,,,,,,,,,,,
50.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_267.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_267.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_267.jpg,0.0,1.0,0.0,24.76245,,,,,,,,,,,,,,,
51.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_337.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_337.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_337.jpg,0.0,1.0,0.0,25.33921,,,,,,,,,,,,,,,
52.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_406.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_406.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_406.jpg,0.0,1.0,0.0,26.10273,,,,,,,,,,,,,,,
53.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_477.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_477.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_477.jpg,0.0,1.0,0.0,26.67136,,,,,,,,,,,,,,,
54.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_545.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_545.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_545.jpg,0.0,1.0,0.0,27.42414,,,,,,,,,,,,,,,
55.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_614.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_614.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_614.jpg,0.0,1.0,0.0,27.98469,,,,,,,,,,,,,,,
56.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_685.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_685.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_685.jpg,0.0,1.0,0.0,28.72698,,,,,,,,,,,,,,,
57.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_753.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_753.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_753.jpg,0.0,1.0,0.0,29.27971,,,,,,,,,,,,,,,
58.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_822.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_822.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_822.jpg,0.0,1.0,0.0,30.01148,,,,,,,,,,,,,,,
59.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_891.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_891.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_891.jpg,0.0,1.0,0.0,30.18974,,,,,,,,,,,,,,,
60.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_06_961.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_06_961.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_06_961.jpg,0.0,1.0,0.0,30.19028,,,,,,,,,,,,,,,
61.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_030.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_030.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_030.jpg,0.0,1.0,0.0,30.19031,,,,,,,,,,,,,,,
62.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_100.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_100.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_100.jpg,0.0,1.0,0.0,30.19027,,,,,,,,,,,,,,,
63.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_169.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_169.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_169.jpg,0.0,1.0,0.0,30.19029,,,,,,,,,,,,,,,
64.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_238.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_238.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_238.jpg,0.0,1.0,0.0,30.19031,,,,,,,,,,,,,,,
65.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_308.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_308.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_308.jpg,0.0,1.0,0.0,30.1903,,,,,,,,,,,,,,,
66.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_377.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_377.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_377.jpg,0.0,1.0,0.0,30.19029,,,,,,,,,,,,,,,
67.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_446.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_446.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_446.jpg,0.0,1.0,0.0,30.19029,,,,,,,,,,,,,,,
68.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_516.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_516.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_516.jpg,0.0,1.0,0.0,30.19027,,,,,,,,,,,,,,,
69.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_590.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_590.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_590.jpg,0.0,1.0,0.0,30.19029,,,,,,,,,,,,,,,
70.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_662.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_662.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_662.jpg,0.0,1.0,0.0,30.19029,,,,,,,,,,,,,,,
71.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_731.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_731.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_731.jpg,0.0,1.0,0.0,30.1903,,,,,,,,,,,,,,,
72.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_800.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_800.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_800.jpg,0.0,1.0,0.0,30.19029,,,,,,,,,,,,,,,
73.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_870.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_870.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_870.jpg,0.0,1.0,0.0,30.19033,,,,,,,,,,,,,,,
74.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_07_939.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_07_939.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_07_939.jpg,0.0,1.0,0.0,30.19029,,,,,,,,,,,,,,,
75.0,/media/dev-mk2/Expansion/driving_data/IMG/center_2026_03_04_23_14_08_008.jpg,/media/dev-mk2/Expansion/driving_data/IMG/left_2026_03_04_23_14_08_008.jpg,/media/dev-mk2/Expansion/driving_data/IMG/right_2026_03_04_23_14_08_008.jpg,0.0,1.0,0.0,30.19031,,,,,,,,,,,,,,,
